Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date
ORD1027,2025/02/14,rahul  ,rahul7@gmail.com,9924848943,Pune,Maharashtra,Chair,Furniture,N/A,NULL,15,UPI,Returned,23-02-2025
ORD1028,05-06-2025,Amit,amit15@gmail.com,9853264878,Lucknow,UP,Watch,Fashion,3,4999,N/A,NetBanking,Cancelled,09-06-2025
ORD1029,06-02-2025,Rahul,rahul82@gmail.com,9689560222,Pune,Maharashtra,Bottle,Home,5 ,1499, ,COD,Delivered,13-02-2025
ORD1030,25-04-2025,Rahul,rahul52@gmail.com,9882683944,Mumbai,Maharashtra,Shoes,Fashion,1,9999,20,UPI,Delivered,01-05-2025
ORD1031,20-03-2025,Sneha,sneha76gmail.com,9946815525,Mumbai,Maharashtra,Shoes,Fashion,5,499,20,Card,Delivered,27-03-2025
ORD1032,12-04-2025,Neha,neha79@gmail.com,9312273373,Pune,Maharashtra,Bottle,Home,1,499,20,UPI,Delivered,21-04-2025
ORD1033,18-02-2025,Amit,amit13@gmail.com,9183234274,Bengaluru,Karnataka,Shoes,Fashion,-1,499,10,Card,Pending,28-02-2025
ORD1034,13-05-2025,Amit,amit55@gmail.com,9798448836,Pune,Maharashtra,Bottle,Home,4,4999, ,NetBanking,Pending,21-05-2025
ORD1035,11-03-2025,Priya,priya6@gmail.com,9411511306,Mumbai,Maharashtra,Shoes,Fashion,N/A,999,N/A,Wallet,Cancelled,15-03-2025
ORD1036,2025/02/25,Rohit,rohit22@gmail.com,9900319782,Pune ,Maharashtra,Watch,Fashion,-1,4999,5,NetBanking,Cancelled,05-03-2025
ORD1037,18-03-2025,Sneha,sneha78@gmail.com,9420497333,Bengaluru,Karnataka,Laptop,Electronics,N/A,4999,0,Card,Delivered,21-03-2025
ORD1038,15-01-2025,Neha,neha50@gmail.com,9764950042,Mumbai,Maharashtra,Laptop,Electronics,-1,2599,5,Wallet,Delivered,22-01-2025
ORD1039,20-03-2025,Rahul,rahul33@gmail.com,9193291098,Jaipur,Rajasthan,Laptop,Electronics,1,2599,15,Wallet,Returned,25-03-2025
ORD1040,32-13-2025,Sneha,sneha23@gmail.com,9116124699,Delhi,Delhi,Bottle,Home,5 ,1499,10,Card,Returned,17-06-2025
ORD1041,25-06-2025,Rahul,rahul11@gmail.com,9940596133,Bengaluru,Karnataka,Bottle,Home,5,9999, ,UPI,Returned,29-06-2025
ORD1042,13-01-2025,Rahul,rahul66@gmail.com,9792040786,Mumbai,Maharashtra,Bottle,Home,4,NULL,15,NetBanking,Delivered,15-01-2025
ORD1043,16-04-2025,Rahul,rahul61@gmail.com,9157741059,Delhi,Delhi,Laptop,Electronics,2,2599,5,COD,Pending,26-04-2025
ORD1044,09-06-2025,Rahul,rahul93@gmail.com,N/A,Lucknow,UP,Bottle,Home,-1,4999, ,NetBanking,Delivered,13-06-2025
ORD1045,2025/03/05,Priya,priya61@gmail.com,9111524138,Bengaluru,Karnataka,Laptop,Electronics,3,1499,10,Wallet,Pending,13-03-2025
ORD1046,08-02-2025,Rahul,rahul60@gmail.com,9674821417,Pune,Maharashtra,Shoes,Fashion,N/A,499,0,Card,Pending,18-02-2025
ORD1047,17-03-2025,Rohit,rohit24@gmail.com,9603990367,Jaipur,Rajasthan,Shoes,Fashion,1,999,20,NetBanking,Cancelled,24-03-2025
ORD1048,25-02-2025,Sneha,sneha28@gmail.com,9177495407,Bengaluru,Karnataka,Shoes,Fashion,N/A,1999 ,N/A,Wallet,Cancelled,07-03-2025
ORD1049,15-04-2025,Amit,amit42@gmail.com,9533399379,Lucknow,UP,Watch,Fashion,5,2599,N/A,COD,Returned,23-04-2025
ORD1050,15-02-2025,Priya,priya65@gmail.com,9841250922,Mumbai,Maharashtra,Chair,Furniture,-1,1999 ,15,Card,Returned,
ORD1051,24-05-2025,Sneha,sneha52@gmail.com,9643197286,Lucknow,UP,Laptop,Electronics,N/A,499,10,Wallet,Pending,31-05-2025
ORD1052,25-02-2025,Sneha,sneha63@gmail.com,9276376917,Pune,Maharashtra,Mouse,Electronics,5,9999,0,UPI,Returned,02-03-2025
ORD1053,23-05-2025,Sneha,sneha39@gmail.com,9432994066,Mumbai,Maharashtra,Laptop,Electronics,1,1999 ,N/A,COD,Delivered,29-05-2025
ORD1054,2025/05/15,sneha  ,sneha78@gmail.com,9399449203,Jaipur ,Rajasthan,Laptop,Electronics,2,999,20,NetBanking,Pending,25-05-2025
ORD1055,19-03-2025,Priya,priya20@gmail.com,9224364160,Pune,Maharashtra,Mouse,Electronics,-1,999,0,UPI,Cancelled,21-03-2025
ORD1056,29-05-2025,Neha,neha98@gmail.com,9481676392,Pune,Maharashtra,Chair,Furniture,2,9999,15,COD,Cancelled,31-05-2025
ORD1057,03-02-2025,Rohit,rohit66@gmail.com,9358211659,Bengaluru,Karnataka,Chair,Furniture,5 ,1499,N/A,Wallet,Pending,06-02-2025
ORD1058,12-02-2025,Sneha,sneha17@gmail.com,9581041302,Jaipur,Rajasthan,Chair,Furniture,2,2599,15,Card,Cancelled,17-02-2025
ORD1059,07-05-2025,Vikas,vikas8@gmail.com,9966346542,Pune,Maharashtra,Mouse,Electronics,5,999, ,NetBanking,Delivered,17-05-2025
ORD1060,09-04-2025,Rohit,rohit64@gmail.com,9848493769,Delhi,Delhi,Laptop,Electronics,5 ,999,0,COD,Returned,15-04-2025
ORD1061,01-06-2025,Vikas,vikas12@gmail.com,9714988193,Jaipur,Rajasthan,Shoes,Fashion,5,499,10,UPI,Cancelled,05-06-2025
ORD1062,29-06-2025,Amit,amit18gmail.com,9177835684,Pune,Maharashtra,Watch,Fashion,1,499,20,UPI,Delivered,07-07-2025
ORD1063,2025/06/30,Priya,priya79@gmail.com,9381141151,Jaipur,Rajasthan,Laptop,Electronics,-1,1499, ,UPI,Cancelled,04-07-2025
ORD1064,28-06-2025,Rohit,rohit44@gmail.com,9745435168,Lucknow,UP,Bottle,Home,1,1999 ,5,NetBanking,Cancelled,04-07-2025
ORD1065,27-04-2025,Sneha,sneha92@gmail.com,9231780669,Mumbai,Maharashtra,Shoes,Fashion,3,1499,10,NetBanking,Pending,01-05-2025
ORD1066,05-05-2025,Neha,neha26@gmail.com,N/A,Mumbai,Maharashtra,Watch,Fashion,5,2599,20,Card,Returned,14-05-2025
ORD1067,10-03-2025,Sneha,sneha9@gmail.com,9631416622,Delhi,Delhi,Shoes,Fashion,1,NULL,0,NetBanking,Returned,16-03-2025
ORD1068,23-05-2025,Neha,neha36@gmail.com,9533724406,Mumbai,Maharashtra,Chair,Furniture,N/A,1999 , ,Wallet,Returned,27-05-2025
ORD1069,20-01-2025,Vikas,vikas55@gmail.com,9385463872,Lucknow,UP,Shoes,Fashion,1,4999,N/A,Card,Cancelled,28-01-2025
ORD1070,28-02-2025,Sneha,sneha18@gmail.com,9191665927,Delhi,Delhi,Chair,Furniture,1,499,N/A,Wallet,Cancelled,04-03-2025
ORD1071,13-01-2025,Priya,priya8@gmail.com,9398321309,Delhi,Delhi,Laptop,Electronics,4,999,15,Card,Returned,21-01-2025
ORD1072,2025/03/29,Sneha,sneha64@gmail.com,9920347519,Bengaluru ,Karnataka,Chair,Furniture,3,4999,0,Card,Returned,07-04-2025
 ,26-01-2025,Vikas,vikas17@gmail.com,9814518863,Mumbai,Maharashtra,Chair,Furniture,4,4999,15,NetBanking,Cancelled,31-01-2025
ORD1074,15-06-2025,Neha,neha79@gmail.com,9851707847,Pune,Maharashtra,Chair,Furniture,5 ,4999,20,Card,Delivered,19-06-2025
ORD1075,20-05-2025,Vikas,vikas2@gmail.com,9934129735,Pune,Maharashtra,Mouse,Electronics,4,4999,5,NetBanking,Pending,
ORD1076,13-06-2025,Priya,priya23@gmail.com,9591634565,Lucknow,UP,Watch,Fashion,N/A,2599,20,NetBanking,Delivered,21-06-2025
ORD1077,24-01-2025,Neha,neha85@gmail.com,9919894416,Mumbai,Maharashtra,Bottle,Home,2,499, ,Wallet,Cancelled,30-01-2025
ORD1078,01-02-2025,Neha,neha42@gmail.com,9561350940,Lucknow,UP,Chair,Furniture,5 ,1499,20,Card,Pending,06-02-2025
ORD1079,27-01-2025,Priya,priya59@gmail.com,9961124731,Lucknow,UP,Mouse,Electronics,1,1999 ,15,Card,Returned,04-02-2025
ORD1080,32-13-2025,Priya,priya79@gmail.com,9541666116,Jaipur,Rajasthan,Laptop,Electronics,5 ,1499,5,COD,Returned,15-03-2025
ORD1081,2025/05/25,sneha  ,sneha41@gmail.com,9406235087,Jaipur,Rajasthan,Bottle,Home,5,999,20,Wallet,Returned,04-06-2025
ORD1082,01-06-2025,Vikas,vikas84@gmail.com,9289950400,Pune,Maharashtra,Watch,Fashion,3,1999 ,5,COD,Pending,08-06-2025
ORD1083,14-05-2025,Priya,priya17@gmail.com,9678334449,Bengaluru,Karnataka,Shoes,Fashion,5,2599,15,Wallet,Cancelled,20-05-2025
ORD1084,28-01-2025,Sneha,sneha42@gmail.com,9224233737,Delhi,Delhi,Mouse,Electronics,5,NULL,5,UPI,Delivered,04-02-2025
ORD1085,02-01-2025,Vikas,vikas8@gmail.com,9811000878,Mumbai,Maharashtra,Chair,Furniture,1,1999 ,15,Card,Returned,07-01-2025
ORD1086,24-03-2025,Rahul,rahul51@gmail.com,9334759931,Lucknow,UP,Mouse,Electronics,5 ,2599,5,Card,Delivered,02-04-2025
ORD1087,22-04-2025,Vikas,vikas58@gmail.com,9709409870,Bengaluru,Karnataka,Bottle,Home,5,2599,10,Card,Delivered,30-04-2025
ORD1088,04-05-2025,Rahul,rahul31@gmail.com,N/A,Bengaluru,Karnataka,Bottle,Home,5 ,9999,10,Card,Cancelled,09-05-2025
ORD1089,16-06-2025,Vikas,vikas11@gmail.com,9565018695,Jaipur,Rajasthan,Shoes,Fashion,-1,4999, ,COD,Delivered,18-06-2025
ORD1090,2025/06/13,Amit,amit3@gmail.com,9808583333,Bengaluru ,Karnataka,Chair,Furniture,-1,NULL,10,Card,Pending,21-06-2025
ORD1091,10-03-2025,Sneha,sneha83@gmail.com,9351580623,Bengaluru,Karnataka,Bottle,Home,-1,4999, ,COD,Cancelled,16-03-2025
ORD1092,29-04-2025,Sneha,sneha41@gmail.com,9363257894,Lucknow,UP,Shoes,Fashion,-1,4999,N/A,Card,Returned,09-05-2025
ORD1093,21-06-2025,Priya,priya20gmail.com,9980807282,Mumbai,Maharashtra,Laptop,Electronics,2,9999,N/A,NetBanking,Returned,26-06-2025
ORD1094,17-05-2025,Rohit,rohit4@gmail.com,9462327553,Delhi,Delhi,Mouse,Electronics,3,9999, ,UPI,Pending,26-05-2025
ORD1095,05-04-2025,Rahul,rahul23@gmail.com,9141462098,Delhi,Delhi,Chair,Furniture,2,999,15,UPI,Cancelled,15-04-2025
ORD1096,05-04-2025,Rohit,rohit73@gmail.com,9444104993,Mumbai,Maharashtra,Shoes,Fashion,5,NULL,0,UPI,Pending,15-04-2025
ORD1097,01-04-2025,Sneha,sneha71@gmail.com,9339643495,Mumbai,Maharashtra,Shoes,Fashion,1,NULL,N/A,Card,Delivered,07-04-2025
ORD1098,01-06-2025,Neha,neha42@gmail.com,9795658556,Mumbai,Maharashtra,Chair,Furniture,5,9999,15,COD,Returned,04-06-2025
ORD1099,2025/03/12,Rahul,rahul62@gmail.com,9409139402,Lucknow,UP,Bottle,Home,1,499,0,UPI,Pending,15-03-2025
ORD1100,18-03-2025,Priya,priya72@gmail.com,9126426468,Pune,Maharashtra,Mouse,Electronics,5,499,15,COD,Pending,
ORD1101,11-01-2025,Neha,neha11@gmail.com,9496797675,Mumbai,Maharashtra,Chair,Furniture,-1,499,20,UPI,Pending,14-01-2025
ORD1102,07-01-2025,Sneha,sneha37@gmail.com,9507523995,Mumbai,Maharashtra,Chair,Furniture,5,2599,5,COD,Pending,11-01-2025
ORD1103,26-01-2025,Rohit,rohit37@gmail.com,9792751135,Pune,Maharashtra,Mouse,Electronics,2,999,20,Wallet,Cancelled,03-02-2025
ORD1104,09-06-2025,Vikas,vikas78@gmail.com,9921698580,Jaipur,Rajasthan,Shoes,Fashion,N/A,1999 ,20,COD,Cancelled,16-06-2025
ORD1105,16-04-2025,Sneha,sneha29@gmail.com,9130855060,Lucknow,UP,Laptop,Electronics,4,9999, ,COD,Cancelled,21-04-2025
ORD1106,23-05-2025,Rohit,rohit23@gmail.com,9223201376,Mumbai,Maharashtra,Bottle,Home,N/A,2599,15,Wallet,Delivered,26-05-2025
ORD1107,25-01-2025,Priya,priya18@gmail.com,9857341843,Bengaluru,Karnataka,Laptop,Electronics,3,1999 , ,Wallet,Returned,27-01-2025
ORD1108,2025/06/13,amit  ,amit15@gmail.com,9653805102,Pune ,Maharashtra,Watch,Fashion,N/A,2599,5,COD,Pending,23-06-2025
ORD1109,09-05-2025,Priya,priya47@gmail.com,9771632294,Jaipur,Rajasthan,Chair,Furniture,2,9999, ,Wallet,Returned,16-05-2025
ORD1110,16-05-2025,Sneha,sneha32@gmail.com,N/A,Lucknow,UP,Bottle,Home,2,999, ,NetBanking,Returned,25-05-2025
ORD1111,09-04-2025,Rohit,rohit76@gmail.com,9978213662,Pune,Maharashtra,Shoes,Fashion,1,2599,15,NetBanking,Returned,11-04-2025
ORD1112,31-05-2025,Rohit,rohit23@gmail.com,9476674723,Bengaluru,Karnataka,Bottle,Home,4,2599,15,UPI,Delivered,02-06-2025
ORD1113,10-02-2025,Amit,amit39@gmail.com,9125790157,Lucknow,UP,Laptop,Electronics,4,499,0,NetBanking,Cancelled,19-02-2025
ORD1114,23-06-2025,Rahul,rahul27@gmail.com,9963695338,Jaipur,Rajasthan,Chair,Furniture,5 ,999,10,Wallet,Returned,01-07-2025
ORD1115,25-05-2025,Rahul,rahul17@gmail.com,9306692646,Delhi,Delhi,Shoes,Fashion,2,2599,10,COD,Cancelled,30-05-2025
ORD1116,16-01-2025,Neha,neha74@gmail.com,9328163443,Mumbai,Maharashtra,Watch,Fashion,4,1499,0,NetBanking,Pending,23-01-2025
ORD1117,2025/05/10,Priya,priya97@gmail.com,9735134223,Lucknow,UP,Bottle,Home,5,4999,0,COD,Delivered,16-05-2025
ORD1118,04-01-2025,Amit,amit84@gmail.com,9723634829,Jaipur,Rajasthan,Mouse,Electronics,N/A,9999,10,COD,Cancelled,14-01-2025
ORD1119,12-02-2025,Rohit,rohit97@gmail.com,9739414080,Bengaluru,Karnataka,Laptop,Electronics,5,1999 , ,UPI,Cancelled,20-02-2025
ORD1120,32-13-2025,Priya,priya70@gmail.com,9908689377,Mumbai,Maharashtra,Chair,Furniture,2,4999,20,UPI,Cancelled,26-03-2025
ORD1121,20-05-2025,Vikas,vikas22@gmail.com,9870762927,Pune,Maharashtra,Mouse,Electronics,1,4999,10,NetBanking,Cancelled,30-05-2025
ORD1122,22-01-2025,Neha,neha63@gmail.com,9156805257,Delhi,Delhi,Shoes,Fashion,3,1999 ,15,Wallet,Pending,01-02-2025
ORD1123,30-04-2025,Rohit,rohit35@gmail.com,9130062131,Mumbai,Maharashtra,Watch,Fashion,1,2599,10,NetBanking,Cancelled,05-05-2025
ORD1124,20-03-2025,Rahul,rahul45gmail.com,9927031899,Jaipur,Rajasthan,Shoes,Fashion,-1,999,20,Card,Pending,26-03-2025
ORD1125,09-01-2025,Priya,priya18@gmail.com,9501386326,Lucknow,UP,Bottle,Home,1,NULL,15,Wallet,Returned,
ORD1126,2025/05/17,Amit,amit10@gmail.com,9479561164,Delhi ,Delhi,Shoes,Fashion,5 ,2599,N/A,Wallet,Pending,27-05-2025
ORD1127,01-01-2025,Rahul,rahul90@gmail.com,9327541358,Delhi,Delhi,Watch,Fashion,4,999, ,COD,Returned,06-01-2025
ORD1128,21-02-2025,Vikas,vikas76@gmail.com,9363445434,Mumbai,Maharashtra,Watch,Fashion,4,1499,15,Wallet,Returned,24-02-2025
ORD1129,27-01-2025,Amit,amit9@gmail.com,9325119847,Lucknow,UP,Shoes,Fashion,-1,1999 , ,UPI,Delivered,29-01-2025
ORD1130,13-01-2025,Priya,priya44@gmail.com,9916562666,Delhi,Delhi,Bottle,Home,2,NULL,5,Card,Cancelled,23-01-2025
ORD1131,31-05-2025,Sneha,sneha26@gmail.com,9292626295,Lucknow,UP,Bottle,Home,N/A,999,10,UPI,Returned,05-06-2025
ORD1132,29-03-2025,Amit,amit24@gmail.com,N/A,Bengaluru,Karnataka,Watch,Fashion,N/A,2599, ,COD,Pending,04-04-2025
ORD1133,06-06-2025,Vikas,vikas88@gmail.com,9376799977,Jaipur,Rajasthan,Watch,Fashion,N/A,1999 ,15,COD,Cancelled,09-06-2025
ORD1134,02-03-2025,Vikas,vikas63@gmail.com,9988475551,Pune,Maharashtra,Laptop,Electronics,3,499,0,Wallet,Cancelled,10-03-2025
ORD1135,2025/06/28,neha  ,neha92@gmail.com,9614026109,Mumbai,Maharashtra,Shoes,Fashion,1,1999 ,20,NetBanking,Pending,01-07-2025
ORD1136,21-06-2025,Rahul,rahul44@gmail.com,9843123958,Pune,Maharashtra,Mouse,Electronics,3,9999,10,Card,Delivered,25-06-2025
ORD1137,08-05-2025,Priya,priya19@gmail.com,9332427755,Delhi,Delhi,Mouse,Electronics,5,4999,10,Card,Pending,12-05-2025
ORD1138,09-05-2025,Rahul,rahul11@gmail.com,9944201387,Lucknow,UP,Shoes,Fashion,5 ,4999,5,UPI,Delivered,18-05-2025
ORD1139,23-04-2025,Amit,amit5@gmail.com,9371222104,Bengaluru,Karnataka,Bottle,Home,3,2599, ,UPI,Cancelled,25-04-2025
ORD1140,05-05-2025,Neha,neha87@gmail.com,9450353595,Lucknow,UP,Laptop,Electronics,1,4999,10,NetBanking,Cancelled,12-05-2025
ORD1141,12-05-2025,Amit,amit95@gmail.com,9184871973,Pune,Maharashtra,Chair,Furniture,5 ,9999,0,Wallet,Cancelled,21-05-2025
ORD1142,18-06-2025,Vikas,vikas38@gmail.com,9879878656,Mumbai,Maharashtra,Shoes,Fashion,5 ,1999 ,0,Card,Cancelled,21-06-2025
ORD1143,16-04-2025,Neha,neha16@gmail.com,9599207109,Bengaluru,Karnataka,Chair,Furniture,5,4999,N/A,COD,Returned,18-04-2025
ORD1144,2025/03/16,Vikas,vikas79@gmail.com,9571041137,Delhi ,Delhi,Watch,Fashion,1,1499, ,Wallet,Returned,20-03-2025
ORD1145,27-04-2025,Rahul,rahul70@gmail.com,9503257666,Mumbai,Maharashtra,Bottle,Home,1,1499,0,COD,Pending,02-05-2025
 ,15-01-2025,Sneha,sneha17@gmail.com,9151754926,Lucknow,UP,Bottle,Home,5 ,4999,5,COD,Returned,21-01-2025
ORD1147,27-05-2025,Priya,priya22@gmail.com,9477542989,Pune,Maharashtra,Bottle,Home,-1,499,15,NetBanking,Returned,02-06-2025
ORD1148,28-03-2025,Rahul,rahul11@gmail.com,9859241823,Mumbai,Maharashtra,Watch,Fashion,1,999,20,COD,Cancelled,05-04-2025
ORD1149,01-04-2025,Priya,priya44@gmail.com,9690060173,Pune,Maharashtra,Shoes,Fashion,2,1999 ,N/A,NetBanking,Returned,10-04-2025
ORD1150,15-05-2025,Rohit,rohit3@gmail.com,9783266736,Mumbai,Maharashtra,Shoes,Fashion,5 ,2599,10,UPI,Cancelled,
ORD1151,14-02-2025,Amit,amit62@gmail.com,9779578645,Delhi,Delhi,Mouse,Electronics,1,2599,10,Wallet,Delivered,23-02-2025
ORD1152,18-06-2025,Sneha,sneha20@gmail.com,9205144628,Jaipur,Rajasthan,Shoes,Fashion,2,4999,N/A,Wallet,Pending,20-06-2025
ORD1153,2025/06/08,Rohit,rohit92@gmail.com,9216677477,Bengaluru,Karnataka,Watch,Fashion,1,4999, ,Card,Returned,12-06-2025
ORD1154,24-04-2025,Priya,priya58@gmail.com,N/A,Pune,Maharashtra,Shoes,Fashion,5,2599,N/A,NetBanking,Delivered,28-04-2025
ORD1155,07-04-2025,Amit,amit98gmail.com,9597661845,Mumbai,Maharashtra,Watch,Fashion,1,1499,0,COD,Delivered,17-04-2025
ORD1156,19-02-2025,Neha,neha27@gmail.com,9482580040,Bengaluru,Karnataka,Laptop,Electronics,N/A,4999,15,Wallet,Delivered,27-02-2025
ORD1157,11-02-2025,Amit,amit67@gmail.com,9600093777,Delhi,Delhi,Laptop,Electronics,N/A,NULL,N/A,Card,Cancelled,15-02-2025
ORD1158,09-06-2025,Rohit,rohit77@gmail.com,9893447040,Lucknow,UP,Chair,Furniture,2,9999,20,Wallet,Delivered,13-06-2025
ORD1159,11-03-2025,Neha,neha72@gmail.com,9719104422,Bengaluru,Karnataka,Laptop,Electronics,3,2599, ,Wallet,Cancelled,14-03-2025
ORD1160,32-13-2025,Priya,priya27@gmail.com,9203667343,Mumbai,Maharashtra,Bottle,Home,2,9999,20,COD,Delivered,13-04-2025
ORD1161,30-06-2025,Priya,priya55@gmail.com,9835595944,Mumbai,Maharashtra,Chair,Furniture,4,1499,20,Wallet,Delivered,08-07-2025
ORD1162,2025/03/28,sneha  ,sneha8@gmail.com,9313737490,Delhi ,Delhi,Watch,Fashion,1,2599, ,Card,Delivered,01-04-2025
ORD1163,12-02-2025,Rahul,rahul56@gmail.com,9611164415,Delhi,Delhi,Shoes,Fashion,-1,2599,N/A,Wallet,Delivered,14-02-2025
ORD1164,03-04-2025,Vikas,vikas56@gmail.com,9849315681,Lucknow,UP,Bottle,Home,5,2599,15,COD,Delivered,10-04-2025
ORD1165,19-04-2025,Neha,neha28@gmail.com,9235161022,Mumbai,Maharashtra,Laptop,Electronics,2,499, ,UPI,Pending,29-04-2025
ORD1166,02-04-2025,Neha,neha3@gmail.com,9921574268,Delhi,Delhi,Chair,Furniture,5 ,1499,20,COD,Delivered,04-04-2025
ORD1167,25-05-2025,Sneha,sneha62@gmail.com,9501654641,Mumbai,Maharashtra,Mouse,Electronics,3,499,0,NetBanking,Delivered,27-05-2025
ORD1168,27-02-2025,Vikas,vikas27@gmail.com,9983080625,Lucknow,UP,Watch,Fashion,1,2599,15,NetBanking,Returned,05-03-2025
ORD1169,28-02-2025,Rahul,rahul11@gmail.com,9846751763,Delhi,Delhi,Watch,Fashion,3,999,15,COD,Cancelled,07-03-2025
ORD1170,21-01-2025,Neha,neha82@gmail.com,9558798402,Jaipur,Rajasthan,Shoes,Fashion,5 ,1499,N/A,COD,Delivered,23-01-2025
ORD1171,2025/05/11,Amit,amit78@gmail.com,9918288229,Pune,Maharashtra,Mouse,Electronics,N/A,999, ,UPI,Delivered,15-05-2025
ORD1172,26-02-2025,Neha,neha16@gmail.com,9521714786,Pune,Maharashtra,Mouse,Electronics,3,499, ,Wallet,Pending,04-03-2025
ORD1173,26-04-2025,Rahul,rahul89@gmail.com,9999073839,Bengaluru,Karnataka,Watch,Fashion,1,4999,15,COD,Cancelled,30-04-2025
ORD1174,15-02-2025,Priya,priya60@gmail.com,9842003798,Bengaluru,Karnataka,Bottle,Home,N/A,1999 , ,COD,Delivered,20-02-2025
ORD1175,26-02-2025,Rahul,rahul22@gmail.com,9423004673,Delhi,Delhi,Watch,Fashion,1,1499,5,Wallet,Returned,
ORD1176,03-06-2025,Neha,neha19@gmail.com,N/A,Mumbai,Maharashtra,Mouse,Electronics,3,4999,10,Wallet,Pending,08-06-2025
ORD1177,07-04-2025,Priya,priya13@gmail.com,9461242197,Jaipur,Rajasthan,Shoes,Fashion,4,NULL,20,COD,Returned,17-04-2025
ORD1178,26-04-2025,Rohit,rohit52@gmail.com,9667967484,Lucknow,UP,Watch,Fashion,3,999,10,UPI,Cancelled,06-05-2025
ORD1179,19-05-2025,Amit,amit49@gmail.com,9617911882,Mumbai,Maharashtra,Watch,Fashion,4,4999,N/A,Card,Cancelled,25-05-2025
