Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Sales,Discount_Amount,Net_Sales,Revenue_After_Discount,Order_Year,Order_Month,Order_Month_Name,Order_Day,Order_Day_Name,Order_Quarter,Delivery_Days,Delivery_Performance
ORD1012,2025-03-03,Vikas,vikas46@gmail.com,9551158398.0,Jaipur,Rajasthan,Shoes,Fashion,3.0,999.0,5.0,COD,Cancelled,2025-03-09,2997.0,149.85,2847.15,2847.15,2025,3,March,3,Monday,1,6,Normal
ORD1015,2025-03-17,Rohit,rohit6@gmail.com,9643353842.0,Lucknow,Up,Bottle,Home,5.0,1999.0,5.0,Card,Returned,2025-03-19,9995.0,499.75,9495.25,9495.25,2025,3,March,17,Monday,1,2,Fast
ORD1016,2025-03-31,Sneha,sneha86@gmail.com,9125254427.0,Pune,Maharashtra,Laptop,Electronics,3.0,4999.0,20.0,NetBanking,Pending,2025-04-09,14997.0,2999.4,11997.6,11997.6,2025,3,March,31,Monday,1,9,Delayed
ORD1017,2025-01-12,Vikas,vikas12@gmail.com,9498228945.0,Jaipur,Rajasthan,Watch,Fashion,1.0,4999.0,10.0,NetBanking,Pending,2025-01-22,4999.0,499.9,4499.1,4499.1,2025,1,January,12,Sunday,1,10,Delayed
ORD1018,2025-06-23,Amit,amit96@gmail.com,9124086971.0,Mumbai ,Maharashtra,Shoes,Fashion,2.0,4999.0,5.0,Wallet,Delivered,2025-06-30,9998.0,499.9,9498.1,9498.1,2025,6,June,23,Monday,2,7,Normal
ORD1019,2025-03-06,Vikas,vikas20@gmail.com,9524467082.0,Bengaluru,Karnataka,Chair,Furniture,3.0,1499.0,0.0,COD,Returned,2025-03-16,4497.0,0.0,4497.0,4497.0,2025,3,March,6,Thursday,1,10,Delayed
ORD1020,2025-03-15,Rahul,rahul90@gmail.com,9106119129.0,Pune,Maharashtra,Watch,Fashion,3.0,999.0,0.0,UPI,Returned,2025-03-17,2997.0,0.0,2997.0,2997.0,2025,3,March,15,Saturday,1,2,Fast
ORD1021,2025-01-27,Priya,priya82@gmail.com,9583849937.0,Pune,Maharashtra,Chair,Furniture,3.0,1999.0,5.0,UPI,Cancelled,2025-02-02,5997.0,299.85,5697.15,5697.15,2025,1,January,27,Monday,1,6,Normal
ORD1023,2025-04-27,Neha,neha70@gmail.com,9133995118.0,Mumbai,Maharashtra,Shoes,Fashion,1.0,499.0,5.0,COD,Pending,2025-05-01,499.0,24.95,474.05,474.05,2025,4,April,27,Sunday,2,4,Normal
ORD1024,2025-06-29,Rohit,rohit60@gmail.com,9633404088.0,Bengaluru,Karnataka,Mouse,Electronics,3.0,1999.0,15.0,Card,Cancelled,2025-07-08,5997.0,899.55,5097.45,5097.45,2025,6,June,29,Sunday,2,9,Delayed
ORD1025,2025-01-12,Rahul,rahul54@gmail.com,9850537744.0,Delhi,Delhi,Bottle,Home,3.0,9999.0,10.0,COD,Pending,2025-04-13,29997.0,2999.7,26997.3,26997.3,2025,1,January,12,Sunday,1,91,Delayed
ORD1026,2025-04-05,Sneha,sneha71@gmail.com,9967773139.0,Bengaluru,Karnataka,Bottle,Home,4.0,9999.0,10.0,Wallet,Returned,2025-04-08,39996.0,3999.6,35996.4,35996.4,2025,4,April,5,Saturday,2,3,Fast
ORD1027,2025-02-14,Rahul  ,rahul7@gmail.com,9924848943.0,Pune,Maharashtra,Chair,Furniture,3.0,1999.0,15.0,UPI,Returned,2025-02-23,5997.0,899.55,5097.45,5097.45,2025,2,February,14,Friday,1,9,Delayed
ORD1028,2025-06-05,Amit,amit15@gmail.com,9853264878.0,Lucknow,Up,Watch,Fashion,3.0,4999.0,0.0,NetBanking,Cancelled,2025-06-09,14997.0,0.0,14997.0,14997.0,2025,6,June,5,Thursday,2,4,Normal
ORD1029,2025-02-06,Rahul,rahul82@gmail.com,9689560222.0,Pune,Maharashtra,Bottle,Home,5.0,1499.0,0.0,COD,Delivered,2025-02-13,7495.0,0.0,7495.0,7495.0,2025,2,February,6,Thursday,1,7,Normal
ORD1030,2025-04-25,Rahul,rahul52@gmail.com,9882683944.0,Mumbai,Maharashtra,Shoes,Fashion,1.0,9999.0,20.0,UPI,Delivered,2025-05-01,9999.0,1999.8,7999.2,7999.2,2025,4,April,25,Friday,2,6,Normal
ORD1032,2025-04-12,Neha,neha79@gmail.com,9312273373.0,Pune,Maharashtra,Bottle,Home,1.0,499.0,20.0,UPI,Delivered,2025-04-21,499.0,99.8,399.2,399.2,2025,4,April,12,Saturday,2,9,Delayed
ORD1034,2025-05-13,Amit,amit55@gmail.com,9798448836.0,Pune,Maharashtra,Bottle,Home,4.0,4999.0,0.0,NetBanking,Pending,2025-05-21,19996.0,0.0,19996.0,19996.0,2025,5,May,13,Tuesday,2,8,Delayed
ORD1035,2025-03-11,Priya,priya6@gmail.com,9411511306.0,Mumbai,Maharashtra,Shoes,Fashion,3.0,999.0,0.0,Wallet,Cancelled,2025-03-15,2997.0,0.0,2997.0,2997.0,2025,3,March,11,Tuesday,1,4,Normal
ORD1037,2025-03-18,Sneha,sneha78@gmail.com,9420497333.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,4999.0,0.0,Card,Delivered,2025-03-21,14997.0,0.0,14997.0,14997.0,2025,3,March,18,Tuesday,1,3,Fast
ORD1039,2025-03-20,Rahul,rahul33@gmail.com,9193291098.0,Jaipur,Rajasthan,Laptop,Electronics,1.0,2599.0,15.0,Wallet,Returned,2025-03-25,2599.0,389.85,2209.15,2209.15,2025,3,March,20,Thursday,1,5,Normal
ORD1040,2025-04-07,Sneha,sneha23@gmail.com,9116124699.0,Delhi,Delhi,Bottle,Home,5.0,1499.0,10.0,Card,Returned,2025-06-17,7495.0,749.5,6745.5,6745.5,2025,4,April,7,Monday,2,71,Delayed
ORD1041,2025-06-25,Rahul,rahul11@gmail.com,9940596133.0,Bengaluru,Karnataka,Bottle,Home,5.0,9999.0,0.0,UPI,Returned,2025-06-29,49995.0,0.0,49995.0,49995.0,2025,6,June,25,Wednesday,2,4,Normal
ORD1042,2025-01-13,Rahul,rahul66@gmail.com,9792040786.0,Mumbai,Maharashtra,Bottle,Home,4.0,1999.0,15.0,NetBanking,Delivered,2025-01-15,7996.0,1199.4,6796.6,6796.6,2025,1,January,13,Monday,1,2,Fast
ORD1043,2025-04-16,Rahul,rahul61@gmail.com,9157741059.0,Delhi,Delhi,Laptop,Electronics,2.0,2599.0,5.0,COD,Pending,2025-04-26,5198.0,259.9,4938.1,4938.1,2025,4,April,16,Wednesday,2,10,Delayed
ORD1045,2025-05-03,Priya,priya61@gmail.com,9111524138.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,1499.0,10.0,Wallet,Pending,2025-03-13,4497.0,449.7,4047.3,4047.3,2025,5,May,3,Saturday,2,-51,Fast
ORD1046,2025-02-08,Rahul,rahul60@gmail.com,9674821417.0,Pune,Maharashtra,Shoes,Fashion,3.0,499.0,0.0,Card,Pending,2025-02-18,1497.0,0.0,1497.0,1497.0,2025,2,February,8,Saturday,1,10,Delayed
ORD1047,2025-03-17,Rohit,rohit24@gmail.com,9603990367.0,Jaipur,Rajasthan,Shoes,Fashion,1.0,999.0,20.0,NetBanking,Cancelled,2025-03-24,999.0,199.8,799.2,799.2,2025,3,March,17,Monday,1,7,Normal
ORD1048,2025-02-25,Sneha,sneha28@gmail.com,9177495407.0,Bengaluru,Karnataka,Shoes,Fashion,3.0,1999.0,0.0,Wallet,Cancelled,2025-03-07,5997.0,0.0,5997.0,5997.0,2025,2,February,25,Tuesday,1,10,Delayed
ORD1049,2025-04-15,Amit,amit42@gmail.com,9533399379.0,Lucknow,Up,Watch,Fashion,5.0,2599.0,0.0,COD,Returned,2025-04-23,12995.0,0.0,12995.0,12995.0,2025,4,April,15,Tuesday,2,8,Delayed
ORD1051,2025-05-24,Sneha,sneha52@gmail.com,9643197286.0,Lucknow,Up,Laptop,Electronics,3.0,499.0,10.0,Wallet,Pending,2025-05-31,1497.0,149.7,1347.3,1347.3,2025,5,May,24,Saturday,2,7,Normal
ORD1052,2025-02-25,Sneha,sneha63@gmail.com,9276376917.0,Pune,Maharashtra,Mouse,Electronics,5.0,9999.0,0.0,UPI,Returned,2025-03-02,49995.0,0.0,49995.0,49995.0,2025,2,February,25,Tuesday,1,5,Normal
ORD1053,2025-05-23,Sneha,sneha39@gmail.com,9432994066.0,Mumbai,Maharashtra,Laptop,Electronics,1.0,1999.0,0.0,COD,Delivered,2025-05-29,1999.0,0.0,1999.0,1999.0,2025,5,May,23,Friday,2,6,Normal
ORD1054,2025-05-15,Sneha  ,sneha78@gmail.com,9399449203.0,Jaipur ,Rajasthan,Laptop,Electronics,2.0,999.0,20.0,NetBanking,Pending,2025-05-25,1998.0,399.6,1598.4,1598.4,2025,5,May,15,Thursday,2,10,Delayed
ORD1056,2025-05-29,Neha,neha98@gmail.com,9481676392.0,Pune,Maharashtra,Chair,Furniture,2.0,9999.0,15.0,COD,Cancelled,2025-05-31,19998.0,2999.7,16998.3,16998.3,2025,5,May,29,Thursday,2,2,Fast
ORD1057,2025-02-03,Rohit,rohit66@gmail.com,9358211659.0,Bengaluru,Karnataka,Chair,Furniture,5.0,1499.0,0.0,Wallet,Pending,2025-02-06,7495.0,0.0,7495.0,7495.0,2025,2,February,3,Monday,1,3,Fast
ORD1058,2025-02-12,Sneha,sneha17@gmail.com,9581041302.0,Jaipur,Rajasthan,Chair,Furniture,2.0,2599.0,15.0,Card,Cancelled,2025-02-17,5198.0,779.7,4418.3,4418.3,2025,2,February,12,Wednesday,1,5,Normal
ORD1059,2025-05-07,Vikas,vikas8@gmail.com,9966346542.0,Pune,Maharashtra,Mouse,Electronics,5.0,999.0,0.0,NetBanking,Delivered,2025-05-17,4995.0,0.0,4995.0,4995.0,2025,5,May,7,Wednesday,2,10,Delayed
ORD1060,2025-04-09,Rohit,rohit64@gmail.com,9848493769.0,Delhi,Delhi,Laptop,Electronics,5.0,999.0,0.0,COD,Returned,2025-04-15,4995.0,0.0,4995.0,4995.0,2025,4,April,9,Wednesday,2,6,Normal
ORD1061,2025-06-01,Vikas,vikas12@gmail.com,9714988193.0,Jaipur,Rajasthan,Shoes,Fashion,5.0,499.0,10.0,UPI,Cancelled,2025-06-05,2495.0,249.5,2245.5,2245.5,2025,6,June,1,Sunday,2,4,Normal
ORD1064,2025-06-28,Rohit,rohit44@gmail.com,9745435168.0,Lucknow,Up,Bottle,Home,1.0,1999.0,5.0,NetBanking,Cancelled,2025-07-04,1999.0,99.95,1899.05,1899.05,2025,6,June,28,Saturday,2,6,Normal
ORD1065,2025-04-27,Sneha,sneha92@gmail.com,9231780669.0,Mumbai,Maharashtra,Shoes,Fashion,3.0,1499.0,10.0,NetBanking,Pending,2025-05-01,4497.0,449.7,4047.3,4047.3,2025,4,April,27,Sunday,2,4,Normal
ORD1066,2025-05-05,Neha,neha26@gmail.com,Unknown,Mumbai,Maharashtra,Watch,Fashion,5.0,2599.0,20.0,Card,Returned,2025-05-14,12995.0,2599.0,10396.0,10396.0,2025,5,May,5,Monday,2,9,Delayed
ORD1067,2025-03-10,Sneha,sneha9@gmail.com,9631416622.0,Delhi,Delhi,Shoes,Fashion,1.0,1999.0,0.0,NetBanking,Returned,2025-03-16,1999.0,0.0,1999.0,1999.0,2025,3,March,10,Monday,1,6,Normal
ORD1068,2025-05-23,Neha,neha36@gmail.com,9533724406.0,Mumbai,Maharashtra,Chair,Furniture,3.0,1999.0,0.0,Wallet,Returned,2025-05-27,5997.0,0.0,5997.0,5997.0,2025,5,May,23,Friday,2,4,Normal
ORD1069,2025-01-20,Vikas,vikas55@gmail.com,9385463872.0,Lucknow,Up,Shoes,Fashion,1.0,4999.0,0.0,Card,Cancelled,2025-01-28,4999.0,0.0,4999.0,4999.0,2025,1,January,20,Monday,1,8,Delayed
ORD1070,2025-02-28,Sneha,sneha18@gmail.com,9191665927.0,Delhi,Delhi,Chair,Furniture,1.0,499.0,0.0,Wallet,Cancelled,2025-03-04,499.0,0.0,499.0,499.0,2025,2,February,28,Friday,1,4,Normal
ORD1071,2025-01-13,Priya,priya8@gmail.com,9398321309.0,Delhi,Delhi,Laptop,Electronics,4.0,999.0,15.0,Card,Returned,2025-01-21,3996.0,599.4,3396.6,3396.6,2025,1,January,13,Monday,1,8,Delayed
ORD1072,2025-03-29,Sneha,sneha64@gmail.com,9920347519.0,Bengaluru ,Karnataka,Chair,Furniture,3.0,4999.0,0.0,Card,Returned,2025-04-07,14997.0,0.0,14997.0,14997.0,2025,3,March,29,Saturday,1,9,Delayed
 ,2025-01-26,Vikas,vikas17@gmail.com,9814518863.0,Mumbai,Maharashtra,Chair,Furniture,4.0,4999.0,15.0,NetBanking,Cancelled,2025-01-31,19996.0,2999.4,16996.6,16996.6,2025,1,January,26,Sunday,1,5,Normal
ORD1074,2025-06-15,Neha,neha79@gmail.com,9851707847.0,Pune,Maharashtra,Chair,Furniture,5.0,4999.0,20.0,Card,Delivered,2025-06-19,24995.0,4999.0,19996.0,19996.0,2025,6,June,15,Sunday,2,4,Normal
ORD1075,2025-05-20,Vikas,vikas2@gmail.com,9934129735.0,Pune,Maharashtra,Mouse,Electronics,4.0,4999.0,5.0,NetBanking,Pending,2025-04-13,19996.0,999.8,18996.2,18996.2,2025,5,May,20,Tuesday,2,-37,Fast
ORD1076,2025-06-13,Priya,priya23@gmail.com,9591634565.0,Lucknow,Up,Watch,Fashion,3.0,2599.0,20.0,NetBanking,Delivered,2025-06-21,7797.0,1559.4,6237.6,6237.6,2025,6,June,13,Friday,2,8,Delayed
ORD1077,2025-01-24,Neha,neha85@gmail.com,9919894416.0,Mumbai,Maharashtra,Bottle,Home,2.0,499.0,0.0,Wallet,Cancelled,2025-01-30,998.0,0.0,998.0,998.0,2025,1,January,24,Friday,1,6,Normal
ORD1078,2025-02-01,Neha,neha42@gmail.com,9561350940.0,Lucknow,Up,Chair,Furniture,5.0,1499.0,20.0,Card,Pending,2025-02-06,7495.0,1499.0,5996.0,5996.0,2025,2,February,1,Saturday,1,5,Normal
ORD1079,2025-01-27,Priya,priya59@gmail.com,9961124731.0,Lucknow,Up,Mouse,Electronics,1.0,1999.0,15.0,Card,Returned,2025-02-04,1999.0,299.85,1699.15,1699.15,2025,1,January,27,Monday,1,8,Delayed
ORD1080,2025-04-07,Priya,priya79@gmail.com,9541666116.0,Jaipur,Rajasthan,Laptop,Electronics,5.0,1499.0,5.0,COD,Returned,2025-03-15,7495.0,374.75,7120.25,7120.25,2025,4,April,7,Monday,2,-23,Fast
ORD1081,2025-05-25,Sneha  ,sneha41@gmail.com,9406235087.0,Jaipur,Rajasthan,Bottle,Home,5.0,999.0,20.0,Wallet,Returned,2025-06-04,4995.0,999.0,3996.0,3996.0,2025,5,May,25,Sunday,2,10,Delayed
ORD1082,2025-06-01,Vikas,vikas84@gmail.com,9289950400.0,Pune,Maharashtra,Watch,Fashion,3.0,1999.0,5.0,COD,Pending,2025-06-08,5997.0,299.85,5697.15,5697.15,2025,6,June,1,Sunday,2,7,Normal
ORD1083,2025-05-14,Priya,priya17@gmail.com,9678334449.0,Bengaluru,Karnataka,Shoes,Fashion,5.0,2599.0,15.0,Wallet,Cancelled,2025-05-20,12995.0,1949.25,11045.75,11045.75,2025,5,May,14,Wednesday,2,6,Normal
ORD1084,2025-01-28,Sneha,sneha42@gmail.com,9224233737.0,Delhi,Delhi,Mouse,Electronics,5.0,1999.0,5.0,UPI,Delivered,2025-02-04,9995.0,499.75,9495.25,9495.25,2025,1,January,28,Tuesday,1,7,Normal
ORD1085,2025-01-02,Vikas,vikas8@gmail.com,9811000878.0,Mumbai,Maharashtra,Chair,Furniture,1.0,1999.0,15.0,Card,Returned,2025-01-07,1999.0,299.85,1699.15,1699.15,2025,1,January,2,Thursday,1,5,Normal
ORD1086,2025-03-24,Rahul,rahul51@gmail.com,9334759931.0,Lucknow,Up,Mouse,Electronics,5.0,2599.0,5.0,Card,Delivered,2025-04-02,12995.0,649.75,12345.25,12345.25,2025,3,March,24,Monday,1,9,Delayed
ORD1087,2025-04-22,Vikas,vikas58@gmail.com,9709409870.0,Bengaluru,Karnataka,Bottle,Home,5.0,2599.0,10.0,Card,Delivered,2025-04-30,12995.0,1299.5,11695.5,11695.5,2025,4,April,22,Tuesday,2,8,Delayed
ORD1088,2025-05-04,Rahul,rahul31@gmail.com,Unknown,Bengaluru,Karnataka,Bottle,Home,5.0,9999.0,10.0,Card,Cancelled,2025-05-09,49995.0,4999.5,44995.5,44995.5,2025,5,May,4,Sunday,2,5,Normal
ORD1094,2025-05-17,Rohit,rohit4@gmail.com,9462327553.0,Delhi,Delhi,Mouse,Electronics,3.0,9999.0,0.0,UPI,Pending,2025-05-26,29997.0,0.0,29997.0,29997.0,2025,5,May,17,Saturday,2,9,Delayed
ORD1095,2025-04-05,Rahul,rahul23@gmail.com,9141462098.0,Delhi,Delhi,Chair,Furniture,2.0,999.0,15.0,UPI,Cancelled,2025-04-15,1998.0,299.7,1698.3,1698.3,2025,4,April,5,Saturday,2,10,Delayed
ORD1096,2025-04-05,Rohit,rohit73@gmail.com,9444104993.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,1999.0,0.0,UPI,Pending,2025-04-15,9995.0,0.0,9995.0,9995.0,2025,4,April,5,Saturday,2,10,Delayed
ORD1097,2025-04-01,Sneha,sneha71@gmail.com,9339643495.0,Mumbai,Maharashtra,Shoes,Fashion,1.0,1999.0,0.0,Card,Delivered,2025-04-07,1999.0,0.0,1999.0,1999.0,2025,4,April,1,Tuesday,2,6,Normal
ORD1098,2025-06-01,Neha,neha42@gmail.com,9795658556.0,Mumbai,Maharashtra,Chair,Furniture,5.0,9999.0,15.0,COD,Returned,2025-06-04,49995.0,7499.25,42495.75,42495.75,2025,6,June,1,Sunday,2,3,Fast
ORD1099,2025-12-03,Rahul,rahul62@gmail.com,9409139402.0,Lucknow,Up,Bottle,Home,1.0,499.0,0.0,UPI,Pending,2025-03-15,499.0,0.0,499.0,499.0,2025,12,December,3,Wednesday,4,-263,Fast
ORD1100,2025-03-18,Priya,priya72@gmail.com,9126426468.0,Pune,Maharashtra,Mouse,Electronics,5.0,499.0,15.0,COD,Pending,2025-04-13,2495.0,374.25,2120.75,2120.75,2025,3,March,18,Tuesday,1,26,Delayed
ORD1102,2025-01-07,Sneha,sneha37@gmail.com,9507523995.0,Mumbai,Maharashtra,Chair,Furniture,5.0,2599.0,5.0,COD,Pending,2025-01-11,12995.0,649.75,12345.25,12345.25,2025,1,January,7,Tuesday,1,4,Normal
ORD1103,2025-01-26,Rohit,rohit37@gmail.com,9792751135.0,Pune,Maharashtra,Mouse,Electronics,2.0,999.0,20.0,Wallet,Cancelled,2025-02-03,1998.0,399.6,1598.4,1598.4,2025,1,January,26,Sunday,1,8,Delayed
ORD1104,2025-06-09,Vikas,vikas78@gmail.com,9921698580.0,Jaipur,Rajasthan,Shoes,Fashion,3.0,1999.0,20.0,COD,Cancelled,2025-06-16,5997.0,1199.4,4797.6,4797.6,2025,6,June,9,Monday,2,7,Normal
ORD1105,2025-04-16,Sneha,sneha29@gmail.com,9130855060.0,Lucknow,Up,Laptop,Electronics,4.0,9999.0,0.0,COD,Cancelled,2025-04-21,39996.0,0.0,39996.0,39996.0,2025,4,April,16,Wednesday,2,5,Normal
ORD1106,2025-05-23,Rohit,rohit23@gmail.com,9223201376.0,Mumbai,Maharashtra,Bottle,Home,3.0,2599.0,15.0,Wallet,Delivered,2025-05-26,7797.0,1169.55,6627.45,6627.45,2025,5,May,23,Friday,2,3,Fast
ORD1107,2025-01-25,Priya,priya18@gmail.com,9857341843.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,1999.0,0.0,Wallet,Returned,2025-01-27,5997.0,0.0,5997.0,5997.0,2025,1,January,25,Saturday,1,2,Fast
ORD1108,2025-06-13,Amit  ,amit15@gmail.com,9653805102.0,Pune ,Maharashtra,Watch,Fashion,3.0,2599.0,5.0,COD,Pending,2025-06-23,7797.0,389.85,7407.15,7407.15,2025,6,June,13,Friday,2,10,Delayed
ORD1109,2025-05-09,Priya,priya47@gmail.com,9771632294.0,Jaipur,Rajasthan,Chair,Furniture,2.0,9999.0,0.0,Wallet,Returned,2025-05-16,19998.0,0.0,19998.0,19998.0,2025,5,May,9,Friday,2,7,Normal
ORD1110,2025-05-16,Sneha,sneha32@gmail.com,Unknown,Lucknow,Up,Bottle,Home,2.0,999.0,0.0,NetBanking,Returned,2025-05-25,1998.0,0.0,1998.0,1998.0,2025,5,May,16,Friday,2,9,Delayed
ORD1111,2025-04-09,Rohit,rohit76@gmail.com,9978213662.0,Pune,Maharashtra,Shoes,Fashion,1.0,2599.0,15.0,NetBanking,Returned,2025-04-11,2599.0,389.85,2209.15,2209.15,2025,4,April,9,Wednesday,2,2,Fast
ORD1112,2025-05-31,Rohit,rohit23@gmail.com,9476674723.0,Bengaluru,Karnataka,Bottle,Home,4.0,2599.0,15.0,UPI,Delivered,2025-06-02,10396.0,1559.4,8836.6,8836.6,2025,5,May,31,Saturday,2,2,Fast
ORD1113,2025-02-10,Amit,amit39@gmail.com,9125790157.0,Lucknow,Up,Laptop,Electronics,4.0,499.0,0.0,NetBanking,Cancelled,2025-02-19,1996.0,0.0,1996.0,1996.0,2025,2,February,10,Monday,1,9,Delayed
ORD1114,2025-06-23,Rahul,rahul27@gmail.com,9963695338.0,Jaipur,Rajasthan,Chair,Furniture,5.0,999.0,10.0,Wallet,Returned,2025-07-01,4995.0,499.5,4495.5,4495.5,2025,6,June,23,Monday,2,8,Delayed
ORD1115,2025-05-25,Rahul,rahul17@gmail.com,9306692646.0,Delhi,Delhi,Shoes,Fashion,2.0,2599.0,10.0,COD,Cancelled,2025-05-30,5198.0,519.8,4678.2,4678.2,2025,5,May,25,Sunday,2,5,Normal
ORD1116,2025-01-16,Neha,neha74@gmail.com,9328163443.0,Mumbai,Maharashtra,Watch,Fashion,4.0,1499.0,0.0,NetBanking,Pending,2025-01-23,5996.0,0.0,5996.0,5996.0,2025,1,January,16,Thursday,1,7,Normal
ORD1117,2025-10-05,Priya,priya97@gmail.com,9735134223.0,Lucknow,Up,Bottle,Home,5.0,4999.0,0.0,COD,Delivered,2025-05-16,24995.0,0.0,24995.0,24995.0,2025,10,October,5,Sunday,4,-142,Fast
ORD1118,2025-01-04,Amit,amit84@gmail.com,9723634829.0,Jaipur,Rajasthan,Mouse,Electronics,3.0,9999.0,10.0,COD,Cancelled,2025-01-14,29997.0,2999.7,26997.3,26997.3,2025,1,January,4,Saturday,1,10,Delayed
ORD1119,2025-02-12,Rohit,rohit97@gmail.com,9739414080.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,1999.0,0.0,UPI,Cancelled,2025-02-20,9995.0,0.0,9995.0,9995.0,2025,2,February,12,Wednesday,1,8,Delayed
ORD1120,2025-04-07,Priya,priya70@gmail.com,9908689377.0,Mumbai,Maharashtra,Chair,Furniture,2.0,4999.0,20.0,UPI,Cancelled,2025-03-26,9998.0,1999.6,7998.4,7998.4,2025,4,April,7,Monday,2,-12,Fast
ORD1121,2025-05-20,Vikas,vikas22@gmail.com,9870762927.0,Pune,Maharashtra,Mouse,Electronics,1.0,4999.0,10.0,NetBanking,Cancelled,2025-05-30,4999.0,499.9,4499.1,4499.1,2025,5,May,20,Tuesday,2,10,Delayed
ORD1122,2025-01-22,Neha,neha63@gmail.com,9156805257.0,Delhi,Delhi,Shoes,Fashion,3.0,1999.0,15.0,Wallet,Pending,2025-02-01,5997.0,899.55,5097.45,5097.45,2025,1,January,22,Wednesday,1,10,Delayed
ORD1123,2025-04-30,Rohit,rohit35@gmail.com,9130062131.0,Mumbai,Maharashtra,Watch,Fashion,1.0,2599.0,10.0,NetBanking,Cancelled,2025-05-05,2599.0,259.9,2339.1,2339.1,2025,4,April,30,Wednesday,2,5,Normal
ORD1125,2025-01-09,Priya,priya18@gmail.com,9501386326.0,Lucknow,Up,Bottle,Home,1.0,1999.0,15.0,Wallet,Returned,2025-04-13,1999.0,299.85,1699.15,1699.15,2025,1,January,9,Thursday,1,94,Delayed
ORD1126,2025-05-17,Amit,amit10@gmail.com,9479561164.0,Delhi ,Delhi,Shoes,Fashion,5.0,2599.0,0.0,Wallet,Pending,2025-05-27,12995.0,0.0,12995.0,12995.0,2025,5,May,17,Saturday,2,10,Delayed
ORD1127,2025-01-01,Rahul,rahul90@gmail.com,9327541358.0,Delhi,Delhi,Watch,Fashion,4.0,999.0,0.0,COD,Returned,2025-01-06,3996.0,0.0,3996.0,3996.0,2025,1,January,1,Wednesday,1,5,Normal
ORD1128,2025-02-21,Vikas,vikas76@gmail.com,9363445434.0,Mumbai,Maharashtra,Watch,Fashion,4.0,1499.0,15.0,Wallet,Returned,2025-02-24,5996.0,899.4,5096.6,5096.6,2025,2,February,21,Friday,1,3,Fast
